customerID,Gender,Elderly,Married,Dependents,Time_as_a_customer,PhoneService,Internet_Service,Security_Service,Technical_Support,StreamingTV,Contract_type,Payment_Method,Monthly_Payment,Total_Paid,Churn
2001-MCUUW,m,0,0,0,46,1.0,fiber optic,0,1,1,two year,electronic check,108.65,4903.2,0.0
2731-GJRDG,f,0,0,0,32,1.0,fiber optic,1,1,1,one year,bank transfer (automatic),109.55,3608.0,0.0
4723-BEGSG,m,0,1,0,72,1.0,dsl,1,1,1,two year,credit card (automatic),86.65,6094.25,0.0
6516-NKQBO,m,0,1,1,38,1.0,dsl,1,1,1,two year,credit card (automatic),81.0,3084.9,0.0
8672-OAUPW,m,0,0,1,51,1.0,dsl,0,1,0,one year,credit card (automatic),47.85,2356.75,0.0
8207-DMRVL,m,0,1,1,72,1.0,fiber optic,1,1,1,two year,bank transfer (automatic),114.55,8306.05,0.0
3419-SNJJD,f,1,1,0,65,1.0,fiber optic,1,0,1,month-to-month,bank transfer (automatic),105.25,6786.4,1.0
6543-CPZMK,m,0,1,1,9,1.0,dsl,0,0,0,month-to-month,electronic check,29.95,248.95,1.0
4765-OXPPD,f,0,1,1,9,1.0,dsl,1,1,0,month-to-month,mailed check,65.0,663.05,1.0
2804-ETQDK,m,0,0,1,66,1.0,no,0,0,0,two year,mailed check,20.55,1357.1,0.0
6689-VRRTK,f,1,0,0,44,1.0,fiber optic,1,0,1,one year,credit card (automatic),109.8,4860.35,0.0
7138-GIRSH,m,0,0,0,50,1.0,dsl,0,1,0,two year,bank transfer (automatic),69.5,3418.2,0.0
9396-ZSFLL,f,0,0,0,15,1.0,dsl,0,0,0,month-to-month,mailed check,48.85,631.4,0.0
6464-KEXXH,m,0,0,0,8,1.0,dsl,0,0,0,month-to-month,credit card (automatic),65.60756321839081,186.3,0.0
7134-MJPDY,f,1,0,0,66,1.0,fiber optic,0,1,1,one year,credit card (automatic),65.60756321839081,6976.75,0.0
5240-CAOYT,f,0,0,0,57,1.0,fiber optic,1,1,0,month-to-month,bank transfer (automatic),65.60756321839081,4884.85,0.0
4059-IIEBK,f,0,0,0,7,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),65.60756321839081,522.95,0.0
4881-JVQOD,m,1,1,1,10,1.0,dsl,0,0,0,month-to-month,bank transfer (automatic),65.60756321839081,362.6,0.0
0516-UXRMT,f,0,0,0,62,1.0,fiber optic,1,0,0,one year,electronic check,65.60756321839081,5755.8,0.0
4851-BQDNX,m,0,1,1,40,1.0,fiber optic,0,0,1,one year,electronic check,65.60756321839081,3355.65,0.0
5148-HKFIR,f,0,0,0,20,1.0,no,0,0,0,two year,mailed check,65.60756321839081,406.95,0.0
1009-IRMNA,f,0,0,0,7,1.0,no,0,0,0,month-to-month,bank transfer (automatic),65.60756321839081,137.6,1.0
3003-CMDUU,f,0,1,0,25,1.0,fiber optic,0,1,1,month-to-month,electronic check,65.60756321839081,2395.7,0.0
5016-IBERQ,m,0,1,0,23,1.0,fiber optic,0,0,0,month-to-month,electronic check,65.60756321839081,1968.1,0.0
6797-UCJHZ,f,1,1,0,66,1.0,fiber optic,0,0,1,one year,credit card (automatic),65.60756321839081,6819.45,0.0
2469-DTSGX,f,1,0,0,72,1.0,fiber optic,0,1,1,two year,electronic check,65.60756321839081,7943.45,0.0
4554-YGZIH,m,1,1,0,49,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),65.60756321839081,4547.25,1.0
5099-BAILX,m,1,1,1,43,1.0,fiber optic,0,1,1,month-to-month,bank transfer (automatic),65.60756321839081,4687.9,1.0
9931-KGHOA,f,0,1,0,46,1.0,dsl,1,0,0,month-to-month,bank transfer (automatic),65.60756321839081,2473.95,0.0
1775-KWJKQ,m,0,1,1,72,1.0,dsl,1,1,1,two year,credit card (automatic),65.60756321839081,6562.9,0.0
7665-VIGUD,m,0,0,0,10,1.0,no,0,0,0,one year,mailed check,65.60756321839081,176.3,0.0
9411-TPQQV,f,0,0,0,40,1.0,dsl,1,1,1,one year,bank transfer (automatic),65.60756321839081,2236.2,0.0
7207-RMRDB,f,0,1,1,65,1.0,fiber optic,0,0,1,month-to-month,electronic check,65.60756321839081,6985.65,1.0
7954-MLBUN,m,0,0,0,31,1.0,fiber optic,0,1,1,two year,bank transfer (automatic),99.45,3109.9,0.0
2077-DDHJK,f,0,1,0,68,1.0,dsl,1,1,0,two year,credit card (automatic),70.9,4911.35,0.0
4913-EHYUI,m,1,1,1,56,1.0,fiber optic,1,0,1,one year,bank transfer (automatic),104.55,5794.65,1.0
0195-IESCP,m,0,1,0,10,1.0,fiber optic,0,0,0,month-to-month,electronic check,85.25,855.3,1.0
9574-BOSMD,m,0,1,1,68,1.0,no,0,0,0,two year,bank transfer (automatic),25.4,1620.2,0.0
4580-TMHJU,f,0,1,1,43,1.0,dsl,0,0,1,month-to-month,electronic check,56.15,2499.3,1.0
0970-ETWGE,m,0,0,0,1,1.0,fiber optic,0,0,1,month-to-month,electronic check,89.55,89.55,1.0
4908-XAXAY,f,1,0,0,49,1.0,fiber optic,0,0,0,one year,bank transfer (automatic),89.85,4287.2,0.0
8404-VLQFB,f,0,1,1,15,1.0,no,0,0,0,month-to-month,electronic check,25.25,394.85,0.0
1626-ERCMM,m,1,1,0,20,1.0,fiber optic,0,0,1,month-to-month,electronic check,94.55,1899.65,1.0
0887-HJGAR,m,0,0,0,1,1.0,dsl,0,0,0,month-to-month,mailed check,45.7,45.7,1.0
2391-IPLOP,m,0,1,1,50,1.0,dsl,0,1,1,one year,electronic check,69.65,3442.15,0.0
5644-PDMZC,f,1,0,0,2,1.0,fiber optic,0,0,0,month-to-month,electronic check,89.5,161.5,1.0
3509-GWQGF,m,1,0,0,24,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),70.0,1732.6,0.0
9576-ANLXO,f,0,0,0,3,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),69.55,222.3,1.0
2024-BASKD,f,0,0,0,1,1.0,fiber optic,0,0,0,month-to-month,mailed check,74.6,74.6,1.0
5845-BZZIB,m,0,1,1,35,1.0,no,0,0,0,two year,mailed check,20.1,655.3,0.0
1140-UKVZG,f,0,0,0,17,1.0,no,0,0,0,month-to-month,mailed check,24.8,475.25,0.0
4160-AMJTL,f,1,0,0,8,1.0,no,0,0,0,month-to-month,electronic check,19.65,164.3,1.0
5183-SNMJQ,m,0,0,0,10,1.0,fiber optic,0,1,1,month-to-month,credit card (automatic),95.1,865.1,0.0
8100-PNJMH,m,0,1,1,68,1.0,dsl,1,1,1,two year,credit card (automatic),88.85,6132.7,0.0
7838-LAZFO,m,0,1,0,45,1.0,dsl,1,0,1,one year,bank transfer (automatic),78.8,3597.5,0.0
4464-JCOLN,m,0,1,1,2,1.0,no,0,0,0,one year,mailed check,19.85,35.9,1.0
2085-JVGAD,m,0,1,0,37,1.0,no,0,0,0,month-to-month,bank transfer (automatic),20.35,697.65,0.0
5650-VDUDS,f,0,0,0,4,1.0,dsl,0,0,0,month-to-month,mailed check,24.25,96.05,1.0
8095-WANWK,f,0,0,0,10,1.0,dsl,0,0,0,month-to-month,mailed check,45.25,428.7,0.0
3030-ZKIWL,m,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,20.05,20.05,0.0
9565-FLVCG,m,0,1,1,65,1.0,dsl,1,0,0,two year,mailed check,69.55,4459.15,0.0
8755-OGKNA,f,0,1,1,57,1.0,no,0,0,0,two year,bank transfer (automatic),19.5,1167.6,0.0
2800-VEQXM,f,0,0,0,3,1.0,fiber optic,0,0,0,month-to-month,mailed check,74.75,238.1,0.0
7538-GWHML,f,0,0,0,2,1.0,fiber optic,0,0,0,month-to-month,electronic check,69.65,145.15,1.0
5533-RJFTJ,m,0,0,0,49,1.0,dsl,0,0,0,month-to-month,bank transfer (automatic),30.2,1453.1,0.0
3859-CVCET,f,0,0,0,4,1.0,dsl,0,0,0,month-to-month,mailed check,45.65,191.05,1.0
0214-JHPFW,f,0,1,0,70,1.0,dsl,0,1,1,two year,bank transfer (automatic),57.8,4039.3,0.0
5642-MHDQT,f,0,1,1,53,1.0,no,0,0,0,one year,bank transfer (automatic),19.85,1039.45,0.0
3088-FVYWK,m,0,1,1,53,1.0,no,0,0,0,two year,credit card (automatic),25.55,1336.1,0.0
3276-HDUEG,f,0,0,0,1,1.0,fiber optic,0,0,0,month-to-month,mailed check,75.05,75.05,1.0
9092-GDZKO,m,0,0,0,22,1.0,no,0,0,0,month-to-month,credit card (automatic),24.85,493.4,0.0
0823-HSCDJ,m,1,0,0,52,1.0,dsl,0,0,1,month-to-month,electronic check,49.15,2550.9,1.0
3729-OWRVL,m,1,0,0,65,1.0,fiber optic,1,1,1,two year,electronic check,110.35,7246.15,0.0
2324-AALNO,f,0,0,0,48,1.0,no,0,0,0,one year,bank transfer (automatic),24.55,1203.95,0.0
0822-GAVAP,f,0,0,0,2,1.0,dsl,0,0,0,month-to-month,electronic check,34.7,62.25,1.0
5760-IFJOZ,m,0,0,0,3,1.0,fiber optic,0,0,1,month-to-month,mailed check,107.95,313.6,0.0
2826-UWHIS,m,0,1,0,45,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),81.4,3775.85,0.0
1448-PWKYE,m,0,1,1,1,1.0,fiber optic,0,0,0,month-to-month,electronic check,80.0,80.0,1.0
7501-IWUNG,f,0,1,1,61,1.0,dsl,0,1,1,two year,bank transfer (automatic),65.60756321839081,4616.05,0.0
4957-TREIR,m,0,0,0,3,1.0,dsl,1,1,1,month-to-month,credit card (automatic),65.60756321839081,195.65,0.0
7251-LJBQN,f,1,0,0,40,1.0,fiber optic,0,1,1,one year,credit card (automatic),65.60756321839081,4188.4,0.0
8040-MNRTF,f,0,0,0,1,1.0,fiber optic,0,0,0,month-to-month,mailed check,65.60756321839081,71.1,0.0
1536-HBSWP,f,0,0,0,1,1.0,dsl,0,1,0,month-to-month,electronic check,65.60756321839081,49.9,0.0
5313-FPXWG,m,0,0,0,51,1.0,no,0,0,0,one year,bank transfer (automatic),65.60756321839081,1266.4,0.0
0067-DKWBL,m,1,0,0,2,1.0,dsl,1,0,0,month-to-month,electronic check,65.60756321839081,91.1,1.0
0946-FKYTX,m,0,0,0,52,1.0,dsl,0,0,0,one year,mailed check,65.60756321839081,1623.4,0.0
5076-YVXCM,m,0,0,0,51,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),83.4,4149.45,0.0
8262-COGGB,m,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,20.45,20.45,0.0
6663-JOCQO,m,0,1,1,31,1.0,dsl,1,1,0,one year,bank transfer (automatic),75.25,2344.5,0.0
9620-QJREV,m,0,0,1,47,1.0,no,0,0,0,one year,credit card (automatic),20.55,1013.05,0.0
2276-YDAVZ,f,0,0,0,3,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),75.1,270.7,1.0
2682-KEVRP,f,1,0,0,22,1.0,no,0,0,0,one year,mailed check,20.05,417.0,0.0
2480-JZOSN,f,0,1,0,1,1.0,no,0,0,0,month-to-month,mailed check,20.65,20.65,0.0
0078-XZMHT,m,0,1,0,72,1.0,dsl,0,1,1,two year,bank transfer (automatic),85.15,6316.2,0.0
5896-NPFWW,m,0,1,1,3,1.0,dsl,0,0,0,month-to-month,electronic check,50.15,168.15,1.0
9978-HYCIN,m,1,1,1,47,1.0,fiber optic,0,0,1,one year,bank transfer (automatic),84.95,4018.05,0.0
8338-QIUNR,m,0,1,1,72,1.0,dsl,1,1,0,two year,credit card (automatic),66.5,4811.6,0.0
1525-LNLOJ,m,0,1,1,66,1.0,dsl,0,0,1,two year,bank transfer (automatic),63.3,4189.7,0.0
9450-TRJUU,m,0,0,0,35,1.0,fiber optic,0,0,1,month-to-month,electronic check,83.15,2848.45,0.0
1766-GKNMI,m,0,0,0,29,1.0,fiber optic,0,0,0,month-to-month,electronic check,84.9,2516.2,0.0
6942-LBFDP,f,0,0,0,2,1.0,no,0,0,0,month-to-month,mailed check,20.55,33.6,0.0
1456-TWCGB,m,0,0,0,4,1.0,dsl,0,0,0,month-to-month,mailed check,49.25,208.45,0.0
7133-VBDCG,f,0,0,0,25,1.0,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.85,2015.35,1.0
7596-ZYWBB,f,0,0,0,65,1.0,dsl,1,1,0,two year,mailed check,59.6,3739.8,0.0
8329-UTMVM,m,1,0,0,27,1.0,fiber optic,0,1,1,one year,bank transfer (automatic),104.65,2964.0,0.0
3014-WJKSM,m,0,1,0,29,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),75.3,2263.4,0.0
3347-YJZZE,m,0,1,1,29,1.0,dsl,0,0,1,month-to-month,credit card (automatic),80.1,2211.8,0.0
1029-QFBEN,m,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,19.55,19.55,1.0
7929-DMBCV,f,0,1,0,20,1.0,fiber optic,0,1,0,month-to-month,mailed check,81.0,1683.7,0.0
9661-JALZV,f,0,0,0,58,1.0,no,0,0,0,two year,credit card (automatic),24.7,1519.0,0.0
5433-KYGHE,f,0,0,1,14,1.0,fiber optic,1,1,0,month-to-month,mailed check,86.0,1164.05,0.0
4312-KFRXN,m,0,1,0,72,1.0,no,0,0,0,two year,mailed check,25.4,1710.9,0.0
5575-TPIZQ,m,0,0,0,46,1.0,fiber optic,1,0,1,month-to-month,credit card (automatic),89.15,4245.55,0.0
0114-IGABW,f,0,1,0,71,1.0,dsl,0,1,1,two year,bank transfer (automatic),58.25,4145.9,0.0
9944-AEXBM,m,0,0,0,32,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.65,2664.3,0.0
1853-ARAAQ,f,0,0,0,26,1.0,dsl,0,0,1,month-to-month,credit card (automatic),50.35,1277.5,0.0
6952-OMNWB,m,1,1,0,68,1.0,fiber optic,0,0,0,month-to-month,credit card (automatic),80.35,5589.3,0.0
4697-LUPSU,m,0,1,1,2,1.0,no,0,0,0,one year,mailed check,20.2,34.75,0.0
8434-VGEQQ,m,0,1,1,61,1.0,no,0,0,0,two year,credit card (automatic),20.55,1305.95,0.0
4952-YSOGZ,f,0,1,1,4,1.0,fiber optic,0,0,0,month-to-month,electronic check,85.95,381.3,1.0
1589-AGTLK,m,0,0,0,3,1.0,dsl,0,0,0,month-to-month,electronic check,45.35,141.5,1.0
5244-IRFIH,m,1,1,0,33,1.0,fiber optic,0,0,1,month-to-month,electronic check,94.5,3105.55,1.0
6549-YMFAW,m,1,1,0,9,1.0,no,0,0,0,month-to-month,mailed check,21.25,204.55,0.0
4950-HKQTE,f,0,0,0,22,1.0,no,0,0,0,two year,mailed check,26.25,605.9,0.0
6786-OBWQR,f,0,1,1,5,1.0,fiber optic,0,0,1,month-to-month,electronic check,80.85,356.1,0.0
2684-EIWEO,f,1,0,0,30,1.0,fiber optic,1,0,0,month-to-month,credit card (automatic),91.7,2758.15,1.0
2753-JMMCV,m,0,0,0,65,1.0,dsl,0,1,0,two year,credit card (automatic),74.2,4805.65,0.0
6439-GTPCA,f,0,0,0,45,1.0,fiber optic,0,1,0,month-to-month,electronic check,87.25,3941.7,1.0
6621-YOBKI,m,0,0,0,5,1.0,no,0,0,0,month-to-month,mailed check,20.35,92.75,0.0
1216-JWVUX,m,0,1,1,25,1.0,fiber optic,0,0,0,month-to-month,electronic check,75.5,1901.05,0.0
7564-GHCVB,f,0,1,1,72,1.0,fiber optic,1,0,0,two year,bank transfer (automatic),79.05,5730.7,0.0
1173-NOEYG,f,0,1,0,27,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),90.15,2423.4,0.0
7595-EHCDL,m,0,1,1,32,1.0,dsl,0,0,1,month-to-month,credit card (automatic),50.6,1653.45,0.0
6647-ZEDXT,f,0,0,0,30,1.0,fiber optic,0,1,1,one year,credit card (automatic),110.45,3327.05,0.0
2521-NPUZR,m,0,1,0,70,1.0,fiber optic,1,1,0,two year,credit card (automatic),101.0,7085.5,0.0
1307-TVUFB,m,1,0,0,42,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),79.35,3344.1,0.0
7503-MIOGA,f,1,1,0,72,1.0,dsl,1,1,1,two year,bank transfer (automatic),89.85,6697.35,0.0
4381-MHQDC,f,0,0,0,47,1.0,dsl,1,1,0,two year,mailed check,65.0,2879.9,0.0
6923-JHPMP,f,0,0,0,2,1.0,fiber optic,1,0,0,month-to-month,electronic check,80.45,137.1,0.0
5138-WVKYJ,m,0,0,0,10,1.0,fiber optic,1,0,1,month-to-month,electronic check,98.55,1008.55,1.0
4018-PPNDW,f,0,1,1,61,1.0,no,0,0,0,two year,mailed check,24.1,1551.6,0.0
1635-FJFCC,f,0,0,0,5,1.0,dsl,0,0,0,month-to-month,credit card (automatic),44.05,202.15,0.0
2499-AJYUA,f,1,1,0,72,1.0,fiber optic,0,1,1,two year,credit card (automatic),110.8,7882.25,0.0
6919-ELBGL,m,1,1,1,72,1.0,fiber optic,1,1,1,two year,bank transfer (automatic),114.95,8196.4,0.0
3966-HRMZA,f,1,0,0,3,1.0,fiber optic,0,0,0,month-to-month,mailed check,75.05,202.9,0.0
6425-JWTDV,m,0,1,0,48,1.0,no,0,0,0,two year,mailed check,19.25,855.1,0.0
8405-IGQFX,f,0,0,0,63,1.0,fiber optic,0,1,1,one year,credit card (automatic),90.05,5817.0,0.0
8224-IVVPA,f,0,0,0,27,1.0,dsl,1,0,0,month-to-month,mailed check,56.7,1652.95,0.0
9477-LGWQI,m,0,1,1,70,1.0,dsl,1,0,1,two year,credit card (automatic),80.15,5600.15,0.0
1410-RSCMR,m,0,1,1,7,1.0,dsl,1,1,0,month-to-month,credit card (automatic),71.35,515.75,0.0
3115-CZMZD,m,0,0,1,0,1.0,no,0,0,0,two year,mailed check,20.25,40.5,0.0
0139-IVFJG,f,0,1,0,2,1.0,fiber optic,1,0,1,month-to-month,electronic check,90.35,190.5,0.0
6683-VLCTZ,m,1,0,0,20,1.0,fiber optic,0,0,1,month-to-month,electronic check,98.55,1842.8,1.0
5730-DBDSI,m,0,0,0,66,1.0,no,0,0,0,two year,bank transfer (automatic),19.7,1253.8,0.0
0030-FNXPP,f,0,0,0,3,1.0,no,0,0,0,month-to-month,mailed check,19.85,57.2,0.0
2189-WWOEW,f,0,0,1,15,1.0,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.9,1269.55,1.0
5684-FJVYR,f,0,1,1,72,1.0,fiber optic,1,1,0,two year,bank transfer (automatic),90.35,6563.4,0.0
4013-GUXND,m,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,20.8,20.8,0.0
1894-IGFSG,f,0,0,0,22,1.0,fiber optic,0,0,1,month-to-month,electronic check,89.25,1907.85,1.0
7379-POKDZ,m,0,1,0,3,1.0,fiber optic,0,0,0,month-to-month,electronic check,70.3,208.85,1.0
1266-NZYUI,f,0,1,1,72,1.0,dsl,1,1,0,two year,bank transfer (automatic),66.85,4758.8,0.0
7969-FFOWG,m,0,1,1,65,1.0,no,0,0,0,two year,mailed check,19.9,1292.6,0.0
4718-DHSMV,f,0,0,0,11,1.0,dsl,0,0,1,month-to-month,mailed check,35.8,363.15,0.0
5175-WLYXL,m,0,0,0,22,1.0,fiber optic,0,0,0,month-to-month,mailed check,78.85,1600.25,0.0
7817-OMJNA,m,0,0,0,14,1.0,no,0,0,0,one year,bank transfer (automatic),20.4,275.7,0.0
8728-SKJLR,m,0,0,0,41,1.0,fiber optic,0,1,0,month-to-month,electronic check,74.25,3089.1,0.0
3137-NYQQI,m,0,1,0,17,1.0,dsl,1,0,0,one year,mailed check,64.8,1175.6,0.0
7706-DZNKK,m,0,0,0,11,1.0,no,0,0,0,month-to-month,credit card (automatic),20.45,237.3,0.0
0236-HFWSV,m,0,0,0,15,1.0,fiber optic,0,0,1,month-to-month,electronic check,93.35,1444.65,1.0
3900-AQPHZ,f,0,0,0,1,1.0,no,0,0,0,month-to-month,mailed check,19.9,19.9,1.0
5842-POCOP,f,0,1,0,5,1.0,fiber optic,1,0,0,month-to-month,mailed check,88.9,454.15,1.0
2037-XJFUP,m,0,1,0,33,1.0,fiber optic,0,0,1,one year,electronic check,95.8,3036.75,1.0
8823-RLPWL,f,0,1,0,72,1.0,fiber optic,1,0,1,two year,credit card (automatic),110.65,8065.65,0.0
9505-SQFSW,f,0,1,1,3,1.0,dsl,0,0,0,month-to-month,mailed check,40.3,92.5,0.0
7314-OXENN,m,0,0,0,2,1.0,fiber optic,0,0,0,month-to-month,electronic check,82.0,184.65,1.0
3758-CKOQL,f,0,1,0,59,1.0,fiber optic,1,1,0,one year,credit card (automatic),107.0,6152.3,0.0
0322-CHQRU,m,0,0,0,2,1.0,dsl,0,0,0,month-to-month,electronic check,45.35,89.5,1.0
5676-CFLYY,m,0,1,1,71,1.0,dsl,0,1,1,two year,credit card (automatic),73.35,5154.5,0.0
7521-AFHAB,f,0,1,1,5,1.0,dsl,0,0,0,month-to-month,mailed check,44.8,220.45,0.0
0285-INHLN,m,0,1,1,27,1.0,dsl,1,0,0,month-to-month,credit card (automatic),54.75,1510.3,0.0
4678-DVQEO,f,0,0,0,1,1.0,dsl,0,1,0,month-to-month,electronic check,52.2,52.2,1.0
5125-CNDSP,m,0,0,1,63,1.0,dsl,1,1,0,one year,bank transfer (automatic),40.6,2588.95,0.0
0691-IFBQW,f,1,0,0,46,1.0,fiber optic,1,0,1,one year,electronic check,110.0,4874.8,1.0
4992-LTJNE,m,0,1,1,72,1.0,dsl,1,0,0,two year,bank transfer (automatic),55.3,3983.6,0.0
2202-OUTMO,f,0,1,0,34,1.0,dsl,1,1,0,month-to-month,bank transfer (automatic),60.85,2003.6,0.0
0810-BDHAW,f,0,1,1,24,1.0,dsl,1,0,1,one year,electronic check,78.4,1832.4,0.0
0229-LFJAF,m,0,0,0,72,1.0,dsl,1,1,0,two year,bank transfer (automatic),69.65,4908.25,0.0
7131-ZQZNK,f,0,1,1,60,1.0,dsl,1,1,1,two year,credit card (automatic),59.85,3590.2,0.0
3442-ZHHCC,m,0,0,0,68,1.0,dsl,1,0,0,one year,credit card (automatic),76.9,5023.0,0.0
5726-CVNYA,f,0,1,1,8,1.0,no,0,0,0,two year,mailed check,19.85,146.6,0.0
9871-ELEYA,f,0,0,1,34,1.0,dsl,1,1,1,two year,credit card (automatic),67.65,2339.3,0.0
4257-GAESD,f,0,0,0,6,1.0,dsl,0,0,1,month-to-month,credit card (automatic),45.0,298.7,0.0
5173-WXOQV,m,0,1,0,2,1.0,dsl,0,1,0,month-to-month,mailed check,64.2,143.65,0.0
2040-OBMLJ,m,0,0,0,31,1.0,fiber optic,0,1,0,one year,credit card (automatic),81.7,2548.65,0.0
6286-ZHAOK,f,0,1,1,20,1.0,no,0,0,0,month-to-month,bank transfer (automatic),25.55,507.4,0.0
3807-XHCJH,f,0,1,1,1,1.0,no,0,0,0,month-to-month,electronic check,20.0,20.0,0.0
3009-JWMPU,m,0,0,0,62,1.0,fiber optic,0,0,1,one year,electronic check,96.75,6125.4,1.0
5671-RQRLP,f,1,1,0,70,1.0,fiber optic,0,0,0,two year,credit card (automatic),75.65,5411.4,0.0
1450-GALXR,f,0,0,0,10,1.0,fiber optic,0,1,1,month-to-month,electronic check,98.5,1058.25,1.0
8859-AXJZP,m,0,1,1,39,1.0,no,0,0,0,two year,mailed check,23.8,903.8,0.0
3174-AKMAS,f,0,1,0,46,1.0,dsl,0,1,1,two year,credit card (automatic),64.2,3009.5,0.0
3138-BKYAV,m,0,0,0,6,1.0,fiber optic,0,0,1,month-to-month,electronic check,85.35,489.45,1.0
9926-PJHDQ,f,0,1,1,72,1.0,dsl,0,0,1,two year,bank transfer (automatic),76.8,5468.45,0.0
7382-DFJTU,m,0,0,0,18,1.0,dsl,0,1,0,month-to-month,credit card (automatic),55.2,1058.1,0.0
2798-NYLMZ,m,0,1,0,71,1.0,fiber optic,1,1,1,two year,credit card (automatic),108.55,7616.0,0.0
4289-DTDKW,m,0,1,0,40,1.0,fiber optic,0,0,1,month-to-month,electronic check,101.3,4113.1,1.0
1820-TQVEV,m,0,0,0,1,1.0,fiber optic,0,0,0,month-to-month,electronic check,69.55,69.55,1.0
2239-JALAW,m,0,0,0,58,1.0,fiber optic,0,0,1,one year,bank transfer (automatic),103.25,6017.65,1.0
4853-RULSV,m,0,0,0,70,1.0,fiber optic,1,1,1,two year,credit card (automatic),104.0,7250.15,1.0
8098-TDCBU,f,0,1,0,42,1.0,no,0,0,0,two year,electronic check,25.25,1108.2,0.0
3551-GAEGL,m,0,1,1,34,1.0,dsl,1,0,0,one year,bank transfer (automatic),30.4,938.65,0.0
4785-NKHCX,m,1,0,0,5,1.0,no,0,0,0,month-to-month,bank transfer (automatic),20.05,94.15,0.0
3196-NVXLZ,f,0,0,0,25,1.0,fiber optic,0,0,1,month-to-month,mailed check,84.6,2088.05,0.0
6275-YDUVO,f,0,0,0,2,1.0,fiber optic,0,0,0,month-to-month,mailed check,86.2,178.7,1.0
0036-IHMOT,f,0,1,1,55,1.0,fiber optic,0,1,1,one year,bank transfer (automatic),103.7,5656.75,0.0
0115-TFERT,m,0,1,0,21,1.0,fiber optic,0,1,1,month-to-month,electronic check,111.2,2317.1,1.0
4178-EGMON,m,0,1,0,70,1.0,fiber optic,1,1,0,two year,credit card (automatic),88.0,5986.45,0.0
4220-TINQT,f,0,1,0,61,1.0,fiber optic,0,1,1,month-to-month,electronic check,106.35,6751.35,0.0
5318-YKDPV,m,0,1,1,43,1.0,dsl,1,1,1,two year,credit card (automatic),79.15,3566.6,0.0
7975-TZMLR,m,0,0,0,47,1.0,fiber optic,0,0,1,one year,electronic check,103.1,4889.3,0.0
0295-QVKPB,m,0,0,0,5,1.0,dsl,0,1,1,month-to-month,credit card (automatic),63.95,318.1,0.0
4335-BSMJS,f,0,0,0,62,1.0,no,0,0,0,two year,credit card (automatic),25.8,1563.95,0.0
2311-QYMUQ,f,0,1,1,16,1.0,fiber optic,0,0,1,month-to-month,credit card (automatic),89.45,1430.25,1.0
3643-AHCFP,m,1,1,0,7,1.0,fiber optic,0,0,1,month-to-month,bank transfer (automatic),95.6,644.35,1.0
9146-JRIOX,f,0,1,1,14,1.0,no,0,0,0,month-to-month,mailed check,25.55,372.45,0.0
3104-OWCGK,m,0,1,1,60,1.0,fiber optic,0,0,1,one year,electronic check,90.95,5453.4,1.0
5337-IIWKZ,m,0,1,1,34,1.0,dsl,0,1,1,month-to-month,electronic check,44.85,1442.6,0.0
9101-BWFSS,f,0,1,0,50,1.0,fiber optic,1,1,1,one year,electronic check,108.55,5610.7,1.0
9650-VBUOG,m,0,1,1,38,1.0,no,0,0,0,two year,credit card (automatic),25.05,963.95,0.0
3487-EARAT,f,0,1,1,70,1.0,dsl,1,1,0,one year,credit card (automatic),74.1,5222.3,0.0
2672-TGEFF,f,0,1,1,37,1.0,fiber optic,0,0,1,month-to-month,electronic check,88.8,3340.55,0.0
9231-ZJYAM,f,1,0,0,4,1.0,fiber optic,0,0,1,month-to-month,electronic check,78.85,292.8,1.0
4250-WAROZ,m,1,1,1,60,1.0,fiber optic,1,0,0,month-to-month,electronic check,93.25,5774.55,0.0
8184-WMOFI,m,0,1,1,62,1.0,dsl,1,1,0,one year,credit card (automatic),71.4,4487.3,0.0
6982-SSHFK,m,0,0,0,1,1.0,dsl,0,0,0,month-to-month,mailed check,44.4,44.4,1.0
6092-QZVPP,m,0,0,0,36,1.0,dsl,1,1,1,month-to-month,credit card (automatic),79.2,2854.95,0.0
4625-LAMOB,m,0,0,0,44,1.0,no,0,0,0,two year,credit card (automatic),20.4,905.55,0.0
0727-BMPLR,f,1,0,0,55,1.0,fiber optic,0,0,1,one year,electronic check,100.0,5509.3,1.0
0392-BZIUW,f,0,1,0,72,1.0,fiber optic,1,0,1,two year,credit card (automatic),105.0,7589.8,0.0
