Valor_Condominio,Metragem,N_Quartos,N_banheiros,N_Suites,N_Vagas
2799.0,182.0,3,3,2,3
1463.0,123.0,3,2,1,2
530.0,33.0,1,2,1,1
727.0,72.0,3,2,1,2
400.0,31.0,1,2,1,1
672.0,79.0,2,2,1,1
0.0,43.0,2,2,1,1
296.0,42.0,2,1,0,1
1028.0,67.0,2,2,1,1
2741.0,250.0,4,2,1,2
250.0,32.0,1,2,1,1
800.0,94.0,1,1,0,2
1199.0,127.0,3,2,1,2
440.0,65.0,3,2,1,1
537.0,75.0,2,1,0,1
475.0,60.0,2,2,1,1
2280.0,235.0,4,5,4,4
600.0,60.0,2,1,0,1
546.0,60.0,3,2,1,1
920.0,57.0,2,1,0,1
842.0,72.0,3,2,1,2
700.0,90.0,2,2,1,1
573.0,50.0,2,1,0,1
100.0,35.0,2,2,1,1
1400.0,116.0,3,4,3,3
650.0,62.0,2,2,1,2
600.0,40.0,1,1,0,1
600.0,42.0,1,2,1,2
670.0,55.0,2,1,0,1
500.0,75.0,2,1,0,0
343.0,60.0,2,1,0,1
4500.0,246.0,3,4,3,3
295.0,30.0,1,2,1,1
510.0,105.0,2,2,1,1
525.0,53.0,2,1,0,1
400.0,50.0,2,2,1,1
1000.0,94.0,3,2,1,2
2000.0,266.0,4,5,4,4
733.0,70.0,2,2,1,1
450.0,50.0,2,2,1,1
531.0,40.0,1,1,0,1
530.0,62.0,2,1,0,1
578.0,50.0,2,1,0,1
474.0,50.0,2,2,1,1
1536.0,147.0,3,2,1,2
1418.0,82.0,2,2,1,1
600.0,60.0,2,2,1,1
465.0,49.0,2,2,1,1
424.0,40.0,1,2,1,1
350.0,50.0,2,2,1,1
650.0,70.0,1,2,1,2
400.0,48.0,2,1,0,1
903.0,35.0,1,2,1,1
775.0,56.0,2,1,0,1
270.0,35.0,1,1,0,1
1100.0,125.0,3,2,1,2
500.0,40.0,1,2,1,1
354.0,48.0,1,1,0,0
1711.0,183.0,3,2,1,1
500.0,50.0,2,2,1,1
1900.0,151.0,3,4,2,3
705.0,31.0,1,2,1,1
794.0,80.0,3,2,1,1
670.0,80.0,3,3,2,2
220.0,60.0,2,2,1,1
450.0,66.0,3,2,1,1
790.0,74.0,3,2,1,1
1000.0,134.0,3,2,1,2
150.0,60.0,2,2,1,1
450.0,53.0,2,2,1,1
857.0,113.0,3,2,1,2
496.0,55.0,2,2,1,1
700.0,145.0,4,5,2,3
570.0,103.0,3,2,1,1
450.0,61.0,2,2,1,1
500.0,50.0,2,1,0,1
80.0,30.0,1,1,0,0
0.0,76.0,2,2,1,1
1463.0,123.0,3,2,1,2
400.0,53.0,2,1,0,1
0.0,96.0,3,2,1,2
550.0,69.0,1,2,1,1
250.0,48.0,2,2,1,1
428.0,70.0,2,2,1,2
561.0,55.0,2,2,1,1
350.0,53.0,2,1,0,1
279.0,56.0,2,2,1,1
600.0,65.0,2,2,1,1
900.0,78.0,3,2,1,2
379.0,30.0,1,2,1,1
418.0,50.0,1,2,1,1
650.0,65.0,2,2,1,2
290.0,36.0,1,2,1,1
0.0,80.0,3,2,1,1
0.0,55.0,2,2,1,1
820.0,95.0,3,2,1,1
840.0,84.0,2,2,1,2
1050.0,50.0,1,2,1,1
590.0,62.0,2,2,1,1
270.0,30.0,1,1,0,0
360.0,62.0,2,2,1,1
377.0,55.0,2,2,1,1
390.0,45.0,1,2,1,1
442.0,52.0,2,2,1,1
556.0,47.0,1,2,1,1
510.0,40.0,1,2,1,1
760.0,75.0,3,2,1,1
0.0,49.0,2,2,1,1
2610.0,195.0,4,5,4,3
730.0,60.0,2,2,1,2
650.0,73.0,3,1,0,1
500.0,80.0,2,1,0,1
201.0,35.0,1,2,1,1
935.0,146.0,3,2,1,1
800.0,60.0,2,1,0,1
422.0,50.0,2,1,0,1
560.0,68.0,3,2,1,2
450.0,65.0,3,2,1,1
749.0,94.0,3,2,1,2
778.0,65.0,2,2,1,1
2175.0,98.0,2,3,2,2
0.0,80.0,3,2,1,1
1597.0,136.0,3,3,1,2
1500.0,171.0,3,5,3,3
0.0,42.0,2,2,1,1
350.0,70.0,2,2,1,1
770.0,86.0,3,2,1,2
142.0,60.0,1,2,1,1
1700.0,200.0,4,4,2,5
700.0,70.0,2,1,0,0
1750.0,231.0,3,2,1,2
505.0,50.0,2,1,0,1
270.0,50.0,2,2,1,1
1600.0,105.0,2,3,2,2
950.0,90.0,3,2,1,2
400.0,50.0,2,1,0,1
400.0,40.0,1,1,0,1
715.0,60.0,2,2,1,1
1400.0,96.0,3,2,1,1
1486.0,127.0,4,2,1,2
542.0,68.0,3,2,1,1
1350.0,187.0,3,6,3,3
0.0,34.0,1,1,0,0
530.0,40.0,1,1,0,1
1112.0,72.0,2,2,1,1
1150.0,100.0,2,2,1,1
515.0,65.0,3,2,1,1
970.0,70.0,1,2,0,0
679.0,72.0,3,2,1,1
1500.0,130.0,3,2,1,2
450.0,38.0,1,1,0,1
0.0,49.0,2,2,1,1
590.0,42.0,1,2,1,2
299.0,58.0,2,2,1,1
1500.0,143.0,3,2,1,3
0.0,70.0,3,2,1,2
463.0,67.0,2,2,1,1
415.0,65.0,2,2,1,1
1030.0,100.0,3,2,1,2
290.0,32.0,1,2,1,1
720.0,68.0,3,2,1,1
800.0,66.0,1,1,0,1
0.0,50.0,1,2,1,1
676.0,50.0,2,2,0,1
565.0,60.0,2,1,0,1
770.0,75.0,2,1,0,1
150.0,79.0,2,2,1,1
415.0,50.0,2,2,1,1
434.0,62.0,3,2,1,1
300.0,42.0,2,1,0,0
650.0,50.0,2,2,1,1
750.0,70.0,2,2,1,1
106.0,48.0,2,1,0,1
750.0,68.0,3,2,1,1
450.0,50.0,2,2,1,1
590.0,52.0,2,2,1,1
200.0,44.0,2,1,0,1
500.0,69.0,3,2,1,1
100.0,56.0,2,1,0,1
490.0,55.0,2,2,1,1
690.0,68.0,2,2,1,2
600.0,48.0,1,2,1,1
550.0,79.0,3,2,1,2
690.0,68.0,2,2,1,2
500.0,54.0,2,1,0,1
456.0,49.0,1,1,0,1
1070.0,80.0,3,2,1,2
870.0,110.0,3,2,1,2
480.0,125.0,3,2,0,1
501.0,70.0,3,1,0,1
700.0,90.0,3,2,1,2
420.0,49.0,2,2,1,1
1770.0,186.0,4,3,2,4
1460.0,62.0,1,2,1,2
700.0,45.0,1,2,1,1
2000.0,146.0,3,3,1,1
700.0,60.0,1,2,1,1
160.0,38.0,2,2,1,1
600.0,77.0,3,2,1,2
600.0,56.0,2,2,1,1
970.0,126.0,2,3,2,2
480.0,50.0,2,2,1,1
913.0,96.0,3,3,1,2
2000.0,220.0,3,4,3,3
1500.0,198.0,3,2,1,3
470.0,55.0,2,2,1,1
2075.0,196.0,3,4,3,3
656.0,72.0,3,2,1,2
709.0,73.0,2,2,1,2
700.0,93.0,3,2,1,0
180.0,52.0,1,2,1,1
300.0,65.0,3,2,1,1
150.0,56.0,3,1,0,1
0.0,50.0,2,2,1,1
450.0,54.0,2,2,1,1
1500.0,180.0,3,4,1,2
1400.0,200.0,3,4,3,3
420.0,60.0,2,1,0,1
0.0,50.0,2,2,1,1
729.0,69.0,2,2,1,2
0.0,55.0,2,2,1,1
750.0,89.0,3,1,0,1
0.0,43.0,2,2,1,1
600.0,67.0,3,3,1,2
450.0,56.0,2,1,0,1
456.0,45.0,1,1,0,1
340.0,35.0,1,2,1,1
480.0,70.0,2,2,1,1
340.0,50.0,2,2,1,1
400.0,42.0,1,1,0,1
420.0,65.0,3,2,1,1
0.0,130.0,3,4,3,3
450.0,44.0,1,2,1,1
1200.0,125.0,3,2,1,2
0.0,44.0,2,2,1,1
650.0,146.0,3,2,1,2
0.0,65.0,3,2,1,1
0.0,55.0,2,2,1,1
500.0,33.0,1,2,1,1
2200.0,200.0,4,2,1,2
709.0,59.0,2,2,1,1
411.0,50.0,2,2,1,2
683.0,76.0,3,2,1,2
639.0,72.0,3,2,1,1
550.0,85.0,2,1,0,1
4174.0,236.0,4,5,4,3
500.0,55.0,2,2,1,1
664.0,85.0,2,2,1,1
458.0,39.0,1,2,1,1
341.0,45.0,2,1,0,1
2784.0,160.0,3,4,3,3
0.0,313.0,5,8,4,4
1090.0,40.0,1,1,0,1
2250.0,180.0,2,2,1,1
710.0,70.0,2,2,1,1
750.0,67.0,2,2,1,1
1000.0,97.0,3,3,1,1
0.0,93.0,2,2,1,1
2600.0,170.0,3,4,1,2
1335.0,120.0,3,3,1,2
470.0,50.0,2,2,1,1
483.0,90.0,2,1,0,1
0.0,40.0,1,1,0,1
100.0,52.0,2,1,0,0
1000.0,126.0,3,4,3,3
460.0,45.0,1,1,0,1
1116.0,93.0,3,2,1,3
500.0,69.0,3,2,1,1
480.0,53.0,2,2,1,1
97.0,40.0,2,2,1,1
1200.0,159.0,3,4,3,2
412.0,54.0,2,2,1,1
551.0,44.0,1,2,1,1
500.0,50.0,2,2,1,1
950.0,108.0,2,2,1,2
850.0,90.0,3,2,1,1
643.0,95.0,2,3,2,2
1500.0,160.0,3,2,1,2
360.0,55.0,2,1,0,0
500.0,75.0,3,2,1,1
580.0,57.0,1,1,0,1
1200.0,156.0,4,4,2,1
9500.0,452.0,4,3,2,4
800.0,150.0,3,4,3,2
1800.0,164.0,3,2,1,2
350.0,60.0,2,2,1,1
0.0,223.0,3,2,1,1
0.0,44.0,1,2,1,1
725.0,62.0,2,2,1,1
500.0,48.0,2,2,1,1
1130.0,96.0,3,2,1,2
790.0,78.0,2,3,1,1
450.0,50.0,1,1,0,1
0.0,50.0,2,2,1,1
1000.0,94.0,3,2,1,2
980.0,128.0,3,2,1,2
1010.0,98.0,3,1,2,2
0.0,43.0,2,2,1,1
675.0,70.0,2,2,1,2
460.0,49.0,2,2,1,1
800.0,69.0,3,2,1,1
297.0,47.0,2,1,0,1
270.0,47.0,2,2,1,1
520.0,81.0,2,2,1,1
2500.0,230.0,4,5,2,4
550.0,69.0,3,2,1,1
516.0,90.0,2,1,0,1
500.0,62.0,3,1,0,1
395.0,73.0,2,2,1,1
620.0,35.0,1,2,1,1
1200.0,158.0,3,4,3,2
3300.0,248.0,3,4,3,4
900.0,143.0,3,4,3,3
650.0,75.0,3,2,1,1
824.0,142.0,3,4,3,2
280.0,81.0,3,1,0,0
877.0,84.0,3,2,1,3
580.0,60.0,3,2,1,1
350.0,50.0,2,2,1,1
300.0,50.0,2,2,1,1
500.0,35.0,1,2,1,1
576.0,80.0,2,1,0,0
1120.0,44.0,1,2,1,1
1500.0,145.0,3,2,1,2
1080.0,107.0,3,2,1,1
434.0,60.0,2,2,1,1
700.0,75.0,3,2,1,1
1018.0,140.0,2,3,1,1
1301.0,145.0,2,2,1,3
0.0,60.0,2,2,1,1
670.0,56.0,2,1,0,1
390.0,51.0,2,2,1,1
1100.0,118.0,3,4,3,2
1600.0,140.0,3,3,2,3
750.0,80.0,3,2,1,2
1800.0,210.0,4,5,4,3
250.0,40.0,2,2,1,1
368.0,78.0,3,2,1,1
1837.0,142.0,3,2,1,2
740.0,70.0,2,1,0,1
570.0,60.0,2,2,1,1
280.0,36.0,1,2,1,1
741.0,59.0,2,2,1,1
330.0,55.0,2,2,1,1
1200.0,80.0,2,1,0,1
1850.0,168.0,4,2,1,2
2100.0,102.0,2,3,2,2
680.0,85.0,3,2,1,1
1500.0,38.0,1,2,1,1
0.0,74.0,2,2,1,1
2100.0,180.0,3,4,3,3
1216.0,180.0,3,2,1,2
1105.0,100.0,3,2,1,3
894.0,127.0,3,2,1,2
1780.0,76.0,1,2,1,2
400.0,65.0,2,1,0,1
610.0,72.0,2,1,0,1
330.0,48.0,2,1,0,0
760.0,76.0,3,2,1,1
1588.0,138.0,3,2,1,1
590.0,52.0,2,2,1,1
1400.0,110.0,2,3,2,1
350.0,47.0,2,2,1,1
465.0,65.0,2,2,1,1
870.0,75.0,2,1,0,1
900.0,97.0,2,2,1,2
500.0,30.0,1,2,1,1
1287.0,106.0,3,2,1,2
530.0,58.0,2,1,0,1
1900.0,289.0,5,5,4,4
2280.0,574.0,4,1,4,5
579.0,69.0,2,2,1,2
0.0,65.0,3,2,1,1
0.0,90.0,2,1,0,1
804.0,68.0,3,1,0,1
398.0,50.0,2,1,0,1
756.0,56.0,1,2,1,1
0.0,68.0,1,2,1,1
240.0,75.0,2,1,0,0
950.0,140.0,3,2,1,2
306.0,43.0,2,2,1,1
504.0,90.0,3,2,1,0
420.0,53.0,2,2,1,1
840.0,110.0,3,2,1,1
1500.0,90.0,2,2,1,1
5636.0,327.0,4,3,2,3
3250.0,190.0,4,5,3,3
570.0,70.0,2,2,1,1
341.0,56.0,1,1,0,0
860.0,57.0,2,1,0,2
467.0,60.0,2,2,1,1
0.0,44.0,1,1,0,0
618.0,94.0,3,3,1,2
1600.0,138.0,3,5,3,2
450.0,67.0,2,2,1,1
830.0,70.0,3,2,1,3
172.0,45.0,2,2,1,1
200.0,45.0,1,1,0,0
683.0,74.0,3,2,1,2
810.0,74.0,2,1,0,1
2100.0,220.0,4,2,1,2
299.0,30.0,1,1,0,0
318.0,43.0,1,2,1,1
650.0,40.0,1,2,1,1
140.0,60.0,1,2,1,1
358.0,56.0,2,2,1,1
376.0,54.0,2,2,1,1
420.0,35.0,1,1,0,1
110.0,56.0,2,2,1,1
510.0,64.0,2,2,1,1
522.0,70.0,3,2,1,1
535.0,82.0,2,1,0,2
400.0,71.0,2,2,1,1
2700.0,193.0,3,4,3,5
350.0,40.0,1,2,1,1
316.0,50.0,2,1,0,1
100.0,80.0,2,1,0,0
700.0,74.0,2,1,2,1
1150.0,110.0,3,2,1,2
250.0,40.0,1,1,0,1
267.0,67.0,2,1,0,1
430.0,48.0,2,2,1,1
80.0,30.0,1,2,1,1
321.0,73.0,2,1,0,1
498.0,48.0,2,2,1,1
940.0,83.0,3,2,1,1
599.0,76.0,3,2,1,2
3700.0,250.0,4,2,4,4
600.0,40.0,1,2,1,1
447.0,50.0,1,1,0,0
600.0,42.0,1,2,1,2
690.0,60.0,3,3,1,2
0.0,33.0,1,2,1,1
580.0,60.0,2,2,1,1
0.0,45.0,2,2,1,1
1800.0,250.0,4,5,4,4
402.0,66.0,3,1,0,1
1244.0,164.0,3,4,3,3
1016.0,66.0,2,2,1,2
520.0,50.0,2,1,0,1
862.0,42.0,1,1,0,2
800.0,98.0,3,2,1,1
462.0,60.0,2,2,1,2
0.0,56.0,2,1,0,1
470.0,45.0,1,2,1,1
360.0,52.0,2,1,0,1
550.0,79.0,3,2,1,2
555.0,70.0,3,2,1,1
822.0,70.0,2,2,1,2
450.0,81.0,3,2,1,1
250.0,45.0,2,2,1,1
500.0,60.0,1,2,1,2
430.0,52.0,2,1,0,2
700.0,70.0,1,1,0,0
110.0,250.0,4,2,3,2
350.0,61.0,3,2,1,1
942.0,145.0,4,4,2,3
228.0,32.0,1,2,1,0
900.0,96.0,1,2,1,2
650.0,65.0,2,2,1,2
600.0,62.0,2,2,1,1
1800.0,131.0,3,2,1,2
118.0,58.0,2,1,0,1
400.0,55.0,2,2,1,1
450.0,62.0,1,2,1,1
320.0,56.0,3,2,1,1
0.0,120.0,3,2,1,2
668.0,55.0,1,2,1,1
540.0,40.0,1,2,1,1
400.0,47.0,2,1,0,1
340.0,50.0,2,2,1,1
3500.0,243.0,4,5,4,3
2400.0,276.0,4,3,2,4
800.0,61.0,2,2,1,2
2300.0,200.0,3,5,2,4
525.0,50.0,2,1,0,1
650.0,63.0,2,2,1,2
600.0,75.0,3,2,1,1
1007.0,130.0,3,4,1,2
587.0,56.0,2,2,1,1
3300.0,180.0,3,2,1,2
950.0,96.0,3,2,1,2
340.0,45.0,2,2,1,1
1200.0,127.0,3,4,3,2
800.0,110.0,3,3,2,2
800.0,84.0,3,2,1,1
1250.0,160.0,4,3,2,2
442.0,55.0,2,1,0,1
3000.0,230.0,3,4,3,5
250.0,57.0,2,1,0,1
448.0,50.0,2,2,1,1
750.0,62.0,2,2,1,1
1300.0,64.0,1,2,1,1
970.0,70.0,2,2,0,2
1500.0,160.0,3,4,3,3
890.0,47.0,1,1,0,1
1800.0,160.0,4,3,1,2
350.0,82.0,3,2,1,1
260.0,62.0,2,1,0,0
1885.0,222.0,3,4,3,4
720.0,70.0,3,2,1,1
685.0,40.0,1,2,1,1
466.0,103.0,2,2,1,1
300.0,60.0,2,2,1,1
431.0,89.0,2,2,1,1
598.0,50.0,2,1,0,1
540.0,76.0,3,2,1,2
850.0,115.0,2,4,1,2
585.0,48.0,2,2,1,1
950.0,70.0,2,2,1,2
574.0,79.0,2,2,1,2
200.0,53.0,2,2,1,0
1756.0,150.0,4,3,1,1
230.0,50.0,2,2,1,1
700.0,85.0,3,2,1,1
610.0,51.0,1,1,0,1
490.0,65.0,2,2,1,1
1587.0,248.0,4,3,2,4
1200.0,110.0,3,2,1,2
442.0,67.0,2,2,1,1
500.0,48.0,1,2,1,1
0.0,60.0,1,2,1,2
570.0,70.0,3,2,1,1
1200.0,100.0,3,3,2,2
805.0,92.0,3,2,1,1
0.0,56.0,2,2,1,1
1650.0,109.0,2,4,2,2
169.0,30.0,1,1,0,0
850.0,67.0,2,2,1,1
1150.0,120.0,3,2,1,2
246.0,56.0,2,2,1,1
1411.0,148.0,5,4,3,3
580.0,69.0,3,2,1,1
1700.0,150.0,4,2,0,1
1100.0,37.0,1,2,1,1
300.0,50.0,2,2,1,1
1566.0,170.0,3,2,1,1
1131.0,100.0,2,1,0,1
440.0,60.0,2,1,0,1
450.0,48.0,2,2,1,1
1475.0,102.0,3,3,1,2
450.0,69.0,3,2,1,1
1325.0,157.0,3,2,1,1
430.0,47.0,2,1,0,1
1470.0,140.0,3,2,1,3
369.0,74.0,3,2,1,1
285.0,74.0,3,2,1,1
270.0,47.0,2,2,1,1
1880.0,160.0,3,3,2,3
639.0,72.0,2,2,1,1
680.0,70.0,3,2,1,1
300.0,48.0,2,2,1,1
1100.0,45.0,1,1,0,1
729.0,68.0,2,2,1,2
450.0,63.0,2,2,1,1
1800.0,125.0,4,3,1,1
1020.0,120.0,3,3,2,2
250.0,50.0,2,1,0,1
500.0,70.0,2,2,1,1
310.0,34.0,1,2,1,1
474.0,48.0,1,2,1,1
648.0,130.0,3,2,1,0
400.0,64.0,2,2,1,1
2408.0,243.0,4,5,4,4
0.0,55.0,2,2,1,1
500.0,45.0,1,2,1,1
400.0,50.0,1,1,0,0
200.0,47.0,2,1,0,1
1030.0,60.0,3,2,1,2
400.0,71.0,3,2,1,1
617.0,36.0,1,2,1,1
1200.0,127.0,3,2,1,2
1500.0,145.0,3,5,3,2
370.0,50.0,2,1,0,1
1550.0,125.0,4,2,1,2
790.0,100.0,2,2,1,2
530.0,56.0,1,1,0,1
861.0,58.0,2,2,1,1
3260.0,311.0,4,5,4,4
0.0,50.0,2,2,1,1
1300.0,185.0,3,4,3,2
750.0,65.0,2,2,1,2
656.0,72.0,3,2,1,1
1500.0,163.0,3,2,1,2
400.0,55.0,2,1,0,1
530.0,72.0,2,2,1,2
560.0,55.0,2,1,0,2
750.0,80.0,3,2,1,1
764.0,70.0,3,1,0,2
840.0,94.0,3,2,1,3
400.0,56.0,2,2,1,1
850.0,72.0,3,2,1,2
759.0,84.0,3,2,1,1
750.0,75.0,3,2,1,2
2100.0,172.0,3,4,3,3
1700.0,142.0,3,4,2,2
150.0,56.0,2,1,0,1
600.0,49.0,2,2,1,1
650.0,70.0,2,1,0,0
545.0,44.0,1,1,0,1
295.0,60.0,2,1,0,1
953.0,40.0,1,2,1,1
770.0,53.0,2,1,0,1
810.0,107.0,3,2,1,2
0.0,70.0,2,2,1,1
3502.0,225.0,3,4,3,4
615.0,74.0,3,2,1,1
600.0,78.0,2,2,1,2
530.0,53.0,2,2,1,1
4000.0,245.0,4,5,4,3
0.0,54.0,2,1,0,0
200.0,77.0,2,2,1,1
580.0,70.0,1,2,1,1
902.0,107.0,2,2,1,1
600.0,60.0,2,2,1,1
486.0,70.0,2,1,0,1
580.0,58.0,2,1,0,1
4500.0,246.0,3,4,3,3
650.0,50.0,1,1,0,1
800.0,60.0,2,2,1,2
424.0,58.0,2,2,1,1
664.0,60.0,2,2,1,1
1750.0,135.0,2,4,1,2
3300.0,390.0,4,4,3,4
1293.0,162.0,3,4,3,2
1750.0,193.0,4,4,3,4
0.0,57.0,1,2,1,1
1820.0,45.0,1,2,1,1
374.0,55.0,2,1,0,1
800.0,90.0,2,2,1,2
1286.0,107.0,3,1,0,1
520.0,50.0,2,1,0,0
680.0,65.0,2,2,1,1
3800.0,190.0,3,4,3,3
2833.0,184.0,3,4,3,4
694.0,85.0,2,2,1,2
1400.0,165.0,2,3,2,2
550.0,65.0,2,1,0,1
0.0,74.0,3,2,1,1
740.0,64.0,2,2,1,1
2500.0,211.0,3,3,2,3
1200.0,65.0,1,2,1,1
770.0,78.0,3,3,2,2
1100.0,130.0,3,3,1,2
0.0,57.0,2,2,1,1
1338.0,156.0,2,2,1,1
631.0,66.0,2,2,1,1
0.0,47.0,2,2,1,1
350.0,54.0,2,1,0,1
1200.0,123.0,3,3,1,2
460.0,46.0,2,2,1,1
1550.0,161.0,4,4,3,3
675.0,76.0,3,2,1,2
370.0,60.0,2,1,0,1
0.0,49.0,2,2,1,1
2190.0,208.0,3,5,3,3
1300.0,120.0,3,3,1,2
230.0,50.0,2,2,1,1
670.0,33.0,1,2,1,1
0.0,56.0,1,2,1,1
1800.0,207.0,3,2,1,3
611.0,92.0,3,2,1,1
555.0,70.0,3,2,1,1
790.0,76.0,2,1,0,1
640.0,76.0,3,1,0,1
800.0,90.0,3,2,1,2
520.0,42.0,1,2,1,1
630.0,34.0,1,1,0,1
580.0,59.0,2,1,0,1
453.0,45.0,1,1,0,1
100.0,44.0,2,2,1,1
180.0,65.0,2,1,0,1
728.0,53.0,2,1,0,1
446.0,65.0,3,2,1,1
0.0,89.0,3,2,1,1
600.0,52.0,2,2,1,1
3283.0,218.0,3,4,3,4
1270.0,131.0,4,2,1,2
570.0,55.0,2,1,0,1
640.0,73.0,3,2,1,2
250.0,57.0,2,2,1,1
333.0,50.0,2,1,0,1
498.0,47.0,1,1,0,1
0.0,55.0,2,2,1,1
895.0,60.0,2,2,1,2
550.0,95.0,3,3,2,2
483.0,60.0,2,2,1,1
750.0,60.0,2,2,1,1
0.0,61.0,2,2,1,2
2200.0,227.0,3,2,1,2
450.0,65.0,2,1,0,0
2600.0,261.0,3,4,3,4
0.0,90.0,2,2,1,1
0.0,120.0,3,1,0,1
600.0,79.0,3,3,1,2
1050.0,110.0,2,2,1,2
350.0,53.0,2,2,1,1
1344.0,70.0,2,2,1,2
1400.0,45.0,1,2,1,1
1.0,40.0,1,2,1,1
611.0,37.0,1,1,0,1
230.0,48.0,2,2,1,1
1900.0,220.0,3,4,3,3
1100.0,89.0,2,1,0,1
350.0,70.0,3,2,1,1
640.0,74.0,3,2,1,1
610.0,96.0,3,2,1,1
1080.0,131.0,3,3,1,1
1200.0,74.0,1,1,0,2
2300.0,165.0,4,4,3,3
325.0,46.0,2,2,1,1
125.0,110.0,2,2,1,1
656.0,70.0,2,1,0,0
2000.0,178.0,3,5,3,3
570.0,40.0,1,1,0,1
320.0,62.0,2,2,1,1
445.0,62.0,3,2,1,1
450.0,50.0,2,2,1,1
200.0,45.0,1,2,1,1
400.0,47.0,2,2,1,1
350.0,49.0,2,2,1,1
4000.0,250.0,3,4,3,3
540.0,55.0,2,2,1,1
580.0,50.0,2,2,1,1
416.0,45.0,2,2,1,1
850.0,103.0,3,4,3,2
240.0,42.0,2,2,1,1
250.0,44.0,2,2,1,1
1190.0,83.0,3,2,1,2
530.0,70.0,2,1,0,0
1000.0,103.0,2,1,0,1
560.0,60.0,3,2,1,1
615.0,67.0,2,2,1,1
592.0,50.0,2,2,1,1
600.0,52.0,2,2,1,1
4300.0,180.0,3,4,3,3
0.0,35.0,1,2,1,1
641.0,75.0,3,2,0,1
0.0,130.0,3,2,1,1
450.0,57.0,2,2,1,1
1458.0,225.0,3,4,1,3
1400.0,57.0,3,2,1,1
482.0,82.0,3,2,1,1
160.0,38.0,2,2,1,1
273.0,31.0,1,1,0,1
0.0,56.0,2,2,1,1
1000.0,142.0,3,5,3,2
360.0,65.0,2,2,1,1
454.0,98.0,3,2,1,1
750.0,70.0,3,2,1,1
340.0,50.0,2,2,1,1
329.0,45.0,2,1,0,1
662.0,59.0,2,2,1,1
800.0,68.0,3,2,1,2
725.0,97.0,3,2,1,2
660.0,88.0,3,3,1,2
500.0,60.0,2,3,1,1
850.0,72.0,2,1,0,1
0.0,101.0,3,2,1,1
490.0,60.0,2,2,1,1
590.0,72.0,2,2,1,2
700.0,67.0,3,2,1,2
452.0,65.0,2,2,1,1
0.0,89.0,2,2,1,1
750.0,100.0,3,2,1,2
4180.0,83.0,2,3,2,2
733.0,70.0,2,1,0,0
600.0,74.0,3,2,1,2
4000.0,280.0,4,4,3,5
1200.0,134.0,3,4,3,2
666.0,85.0,2,1,0,1
1459.0,168.0,3,2,1,1
2109.0,160.0,3,2,1,2
1044.0,42.0,1,2,1,2
480.0,45.0,2,2,1,1
1320.0,110.0,3,2,1,2
460.0,62.0,2,2,1,1
570.0,54.0,2,2,1,2
150.0,48.0,2,1,0,1
2325.0,210.0,3,5,3,3
670.0,55.0,1,1,0,1
860.0,72.0,2,4,3,2
510.0,55.0,2,2,1,1
1150.0,110.0,4,2,1,2
310.0,46.0,2,1,0,1
1900.0,151.0,3,4,3,3
495.0,63.0,2,2,1,2
380.0,52.0,2,2,1,1
910.0,56.0,2,1,0,1
430.0,56.0,2,2,1,1
1300.0,112.0,3,4,1,2
449.0,48.0,2,2,1,1
1370.0,77.0,3,2,1,2
440.0,70.0,3,2,1,1
440.0,90.0,3,2,1,1
0.0,50.0,2,2,1,1
450.0,63.0,2,1,0,1
550.0,50.0,2,2,1,1
486.0,41.0,1,1,0,1
3500.0,280.0,4,6,4,4
413.0,60.0,3,1,0,1
900.0,70.0,3,2,1,1
780.0,62.0,2,2,1,2
580.0,62.0,2,2,1,1
386.0,53.0,2,1,0,2
650.0,52.0,2,2,1,1
251.0,45.0,2,2,1,1
554.0,52.0,2,1,0,1
3580.0,220.0,4,3,2,3
350.0,49.0,2,2,1,1
593.0,71.0,2,2,1,1
380.0,47.0,2,2,1,1
800.0,50.0,1,1,0,1
1700.0,165.0,3,6,3,2
0.0,44.0,1,2,1,1
307.0,80.0,2,1,0,0
1800.0,210.0,4,6,4,3
470.0,55.0,2,1,0,1
2276.0,167.0,3,2,1,3
929.0,52.0,1,2,1,1
736.0,80.0,2,2,1,1
600.0,62.0,2,2,1,1
600.0,60.0,2,1,0,1
0.0,74.0,2,1,0,1
1655.0,138.0,3,4,3,3
587.0,70.0,3,2,1,1
0.0,56.0,3,2,1,1
390.0,40.0,1,2,1,1
978.0,99.0,2,2,1,1
2202.0,191.0,3,3,1,1
765.0,56.0,2,1,0,2
315.0,48.0,2,1,0,1
900.0,65.0,1,2,1,1
3200.0,228.0,4,3,2,4
485.0,62.0,2,1,0,1
280.0,35.0,1,1,0,1
439.0,41.0,1,2,1,1
527.0,60.0,2,1,0,1
400.0,56.0,2,2,1,1
0.0,49.0,2,1,0,1
710.0,113.0,4,2,1,2
609.0,55.0,3,2,1,1
776.0,65.0,2,1,0,1
1050.0,86.0,2,1,0,1
2110.0,170.0,3,2,1,2
1500.0,200.0,3,2,1,1
0.0,60.0,2,2,1,1
465.0,48.0,2,2,1,1
600.0,76.0,3,2,1,2
0.0,72.0,3,2,1,1
800.0,68.0,3,2,1,2
900.0,72.0,2,1,0,1
1000.0,69.0,2,2,1,2
440.0,65.0,2,2,1,1
1000.0,141.0,3,4,3,2
699.0,45.0,1,1,0,1
1370.0,165.0,4,5,2,2
1600.0,172.0,4,3,2,3
0.0,150.0,3,2,1,1
